itemid,appno,docname,country_name,country_code,articles,year,judgement_date,applicant_type,has_violation,violation_count,no_violation_count,violated_articles,no_violation_articles,has_mixed_decision,judge_president,judge_count,judge_names_list
001-150773,37198/10,CASE OF MALYK v. UKRAINE,Ukraine,ua,5,2015,29/01/2015 00:00:00,Individual,True,1,0,5,,False,Mark Villiger,8,Mark Villiger|Angelika Nußberger|Boštjan M. Zupančič|Ganna Yudkivska|Vincent A. De Gaetano|Helena Jäderblom|Aleš Pejchal|Claudia Westerdiek
001-92877,8661/06,CASE OF JAN PAWLAK v. POLAND,Poland,pl,5,2009,09/06/2009 00:00:00,Individual,True,1,0,5,,False,Nicolas Bratza,8,Nicolas Bratza|Lech Garlicki|Ljiljana Mijović|David Thór Björgvinsson|Ján Šikuta|Päivi Hirvelä|Mihai Poalelungi|Lawrence Early
001-57881,16969/90,CASE OF KEEGAN v. IRELAND,Ireland,ie,"35, 8, 41, 6, 14",1994,26/05/1994 00:00:00,Individual,True,2,0,"8, 6-1",,True,Mr R. Ryssdal,1,Mr R. Ryssdal
001-155105,64569/09,CASE OF DELFI AS v. ESTONIA,Estonia,ee,"17, 10, 8",2015,16/06/2015 00:00:00,Individual,False,0,1,,10,False,Dean Spielmann,17,Dean Spielmann|Josep Casadevall|Guido Raimondi|Mark Villiger|Ineta Ziemele|Boštjan M. Zupančič|András Sajó|Ledi Bianku|Nona Tsotsoria|Vincent A. De Gaetano|Angelika Nußberger|Julia Laffranque|Linos-Alexandre Sicilianos|Helena Jäderblom|Robert Spano|Jon Fridrik Kjølbro|Johan Callewaert
001-205141,54141/12,CASE OF CHERNYAVSKIY v. UKRAINE,Ukraine,ua,"3, 6, 5, 13",2020,22/10/2020 00:00:00,Individual,True,5,0,"3, 3, 13, 5, 6",,False,Lado Chanturia,4,Lado Chanturia|Ganna Yudkivska|Anja Seibert-Fohr|Liv Tigerstedt
001-159058,29176/12;30412/12;34750/12;11581/13;13378/13;36245/13;46623/13;51719/13;76213/13;80997/13,CASE OF LIGETI AND OTHERS v. HUNGARY,Hungary,hu,"3, 13",2015,10/12/2015 00:00:00,Multiple Applicants,True,2,0,"3, 13",,False,Vincent A. De Gaetano,4,Vincent A. De Gaetano|Egidijus Kūris|Gabriele Kucsko-Stadlmayer|Hasan Bakırcı
001-160826,53157/11,CASE OF KLINKENBUSS v. GERMANY,Germany,de,5,2016,25/02/2016 00:00:00,Individual,False,0,1,,5,False,Ganna Yudkivska,8,Ganna Yudkivska|Angelika Nußberger|Khanlar Hajiyev|Erik Møse|Faris Vehabović|Síofra O’Leary|Carlo Ranzoni|Claudia Westerdiek
001-109750,4572/06;5684/06,CASE OF PEKASLAN v. TURKEY,Turkey,tr,"35, 3, 41, 11",2012,20/03/2012 00:00:00,Individual,True,2,0,"3, 11",,True,Françoise Tulkens,8,Françoise Tulkens|Danutė Jočienė|Isabelle Berro-Lefèvre|András Sajó|Işıl Karakaş|Paulo Pinto de Albuquerque|Helen Keller| Naismith
001-177342,32598/07,CASE OF SUKHANOV v. UKRAINE,Ukraine,ua,6,2017,05/10/2017 00:00:00,Individual,True,1,0,6-3-c,,False,Erik Møse,4,Erik Møse|Yonko Grozev|Gabriele Kucsko-Stadlmayer|Anne-Marie Dougin
001-156270,29376/12;29384/12,CASE OF ZACHAR AND ČIERNY v. SLOVAKIA,Slovakia,sk,6,2015,21/07/2015 00:00:00,Individual,True,1,0,6-3-c,,False,Josep Casadevall,8,Josep Casadevall|Luis López Guerra|Ján Šikuta|Kristina Pardalos|Johannes Silvis|Valeriu Griţco|Branko Lubarda|Marialena Tsirli
001-177348,41436/11,CASE OF ARTUR PAWLAK v. POLAND,Poland,pl,3,2017,05/10/2017 00:00:00,Individual,True,1,0,3,,False,Aleš Pejchal,4,Aleš Pejchal|Krzysztof Wojtyczek|Jovan Ilievski|Renata Degener
001-78242,43138/04,CASE OF PROKHOROV v. UKRAINE,Ukraine,ua,"13, 34, 29, 41, 6, p1-1",2006,30/11/2006 00:00:00,Individual,True,2,0,"6-1, 13",,True,MrP. Lorenzen,8,MrP. Lorenzen|MrsS. Botoucharova|MrV. Butkevych|MrsM. Tsatsa-Nikolovska|MrR. Maruste|MrJ. Borrego Borrego|MrsR. Jaeger|Mrs C. Westerdiek
001-80645,28957/02,CASE OF PSHEVECHERSKIY v. RUSSIA,Russian Federation,ru,5,2007,24/05/2007 00:00:00,Individual,True,1,0,5-3,,False,MrP. Lorenzen,8,MrP. Lorenzen|MrsS. Botoucharova|MrK. Jungwiert|MrR. Maruste|MrA. Kovler|MrJ. Borrego Borrego|MrM. Villiger|Mrs C. Westerdiek
001-80619,32718/02,CASE OF TULESHOV AND OTHERS v. RUSSIA,Russian Federation,ru,"p1-1, 8, 41",2007,24/05/2007 00:00:00,Multiple Applicants,True,1,0,8,,True,MrP. Lorenzen,8,MrP. Lorenzen|MrsS. Botoucharova|MrK. Jungwiert|MrV. Butkevych|MrR. Maruste|MrA. Kovler|MrM. Villiger|Mrs C. Westerdiek
001-91794,17904/04,CASE OF DOROTA AND ZBIGNIEW NOWAK v. POLAND,Poland,pl,6,2009,24/03/2009 00:00:00,Individual,True,1,0,6,,False,Nicolas Bratza,8,Nicolas Bratza|Lech Garlicki|Giovanni Bonello|Ljiljana Mijović|Ján Šikuta|Mihai Poalelungi|Nebojša Vučinić|Fatoş Aracı
001-75234,27946/02,CASE OF ANTOLIC v. SLOVENIA,Slovenia,si,"6, 41, 13, 29",2006,27/04/2006 00:00:00,Individual,True,2,0,"6-1, 13",,True,MrJ. Hedigan,8,MrJ. Hedigan|MrB.M. Zupančič|MrL. Caflisch|MrV. Zagrebelsky|MrE. Myjer|MrDavid Thór Björgvinsson|MrsI. Ziemele|Mr V. Berger
001-114943,39430/04,CASE OF FRĄCZEK-POTĘGA v. POLAND,Poland,pl,p1-1,2012,04/12/2012 00:00:00,Individual,True,1,0,p1-1,,False,Ineta Ziemele,8,Ineta Ziemele|David Thór Björgvinsson|Päivi Hirvelä|Zdravka Kalaydjieva|Vincent A. De Gaetano|Paul Mahoney|Krzysztof Wojtyczek|Fatoş Aracı
001-94630,28993/05,CASE OF LEWICKI v. POLAND,Poland,pl,5,2009,06/10/2009 00:00:00,Individual,True,1,0,5,,False,Nicolas Bratza,8,Nicolas Bratza|Lech Garlicki|Giovanni Bonello|Ljiljana Mijović|Päivi Hirvelä|Ledi Bianku|Nebojša Vučinić|Fatoş Aracı
001-69835,23472/03,CASE OF GRINBERG v. RUSSIA,Russian Federation,ru,"41, 10",2005,21/07/2005 00:00:00,Individual,True,1,0,10,,True,MrC.L. Rozakis,8,MrC.L. Rozakis|MrP. Lorenzen|MrsN. Vajić|MrsS. Botoucharova|MrA. Kovler|MrsE. Steiner|MrK. Hajiyev| and Mr S. Quesada
001-80932,15187/03,CASE OF BOTMEH AND ALAMI v. THE UNITED KINGDOM,United Kingdom,gb,6,2007,07/06/2007 00:00:00,Individual,False,0,1,,6,False,MrJ. Casadevall,7,MrJ. Casadevall|SirNicolas Bratza|MrG. Bonello|MrS. Pavlovschi|MrL. Garlicki|MrJ. Šikuta|MrsP. Hirvelä
001-180290,42413/09,CASE OF GEDİKLİ v. TURKEY,Turkey,tr,"6, p1-1",2018,16/01/2018 00:00:00,Individual,True,2,0,"6, p1-1",,False,Julia Laffranque,4,Julia Laffranque|Jon Fridrik Kjølbro|Stéphanie Mourou-Vikström|Hasan Bakırcı
001-90573,45097/05,CASE OF ARKADIUSZ KUBIK v. POLAND,Poland,pl,6,2009,13/01/2009 00:00:00,Individual,True,1,0,6,,False,Nicolas Bratza,8,Nicolas Bratza|Lech Garlicki|Giovanni Bonello|Ljiljana Mijović|David Thór Björgvinsson|Ledi Bianku|Mihai Poalelungi|Lawrence Early
001-68953,35282/02,CASE OF DEMCHENKO v. UKRAINE,Ukraine,ua,"35, 6, 34, 13, 41, p1-1, 29",2005,03/05/2005 00:00:00,Individual,True,2,0,"6-1, 13",,True,MrA.B. Baka,8,MrA.B. Baka|MrI. Cabral Barreto|MrR. Türmen|MrV. Butkevych|MrM. Ugrekhelidze|MrsE. Fura-Sandström|MsD. Jočienė|Mrs S. Dollé
001-126638,51355/10,CASE OF TOPIĆ v. CROATIA,Croatia,hr,6,2013,10/10/2013 00:00:00,Individual,True,1,0,6-3-d,,False,Isabelle Berro-Lefèvre,8,Isabelle Berro-Lefèvre|Elisabeth Steiner|Khanlar Hajiyev|Mirjana Lazarova Trajkovska|Julia Laffranque|Ksenija Turković|Dmitry Dedov|André Wampach
001-67392,34685/97,CASE OF DICLE v. TURKEY,Turkey,tr,"18, 6, 41, 10",2004,10/11/2004 00:00:00,Individual,True,2,1,"10, 6-1",18,True,MrG. Ress,7,MrG. Ress|MrI. Cabral Barreto|MrL. Caflisch|MrB. Zupančič|MrJ. Hedigan|MrF. Gölcüklü|Mr V. Berger
001-122175,20129/07,CASE OF SUBAŞI AND ÇOBAN v. TURKEY,Turkey,tr,"3, 41",2013,09/07/2013 00:00:00,Individual,True,1,0,3,,True,Guido Raimondi,8,Guido Raimondi|Danutė Jočienė|Peer Lorenzen|Dragoljub Popović|Işıl Karakaş|Nebojša Vučinić|Paulo Pinto de Albuquerque| Naismith
001-81411,27866/02,"CASE OF ZIBERI v. ""THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA""",North Macedonia,mk,6,2007,05/07/2007 00:00:00,Individual,True,1,0,6-1,,False,MrP. Lorenzen,8,MrP. Lorenzen|MrsS. Botoucharova|MrK. Jungwiert|MrV. Butkevych|MrsM. Tsatsa-Nikolovska|MrR. Maruste|MrM. Villiger|Mrs C. Westerdiek
001-57672,11889/85,CASE OF VERNILLO v. FRANCE,France,fr,"6, 35",1991,20/02/1991 00:00:00,Individual,False,0,1,,6-1,True,Mr R. Ryssdal,1,Mr R. Ryssdal
001-114439,39315/06,CASE OF TELEGRAAF MEDIA NEDERLAND LANDELIJKE MEDIA B.V. AND OTHERS v. THE NETHERLANDS,Netherlands,nl,"35, 8, 10",2012,22/11/2012 00:00:00,Multiple Applicants,True,2,0,"8, 10",,False,,0,
001-101996,16652/04,CASE OF SHULGA v. UKRAINE,Ukraine,ua,6,2010,02/12/2010 00:00:00,Individual,True,1,0,6-1,,False,Mark Villiger,4,Mark Villiger|Isabelle Berro-Lefèvre|Ganna Yudkivska|Stephen Phillips
001-60963,39547/98,CASE OF NIEDERBOSTER v. GERMANY [Extracts],Germany,de,"6, 41",2003,27/02/2003 00:00:00,Individual,True,1,0,6,,True,MrI. Cabral Barreto,8,MrI. Cabral Barreto|MrG. Ress|MrP. Kūris|MrR. Türmen|MrB. Zupančič|MrsH.S. Greve|MrK. Traja|Mr V. Berger
001-61736,34091/96,CASE OF M.B. v. POLAND,Poland,pl,"41, 5",2004,27/04/2004 00:00:00,Individual,True,2,0,"5-3, 5-4",,True,SirNicolas Bratza,7,SirNicolas Bratza|MrM. Pellonpää|MrsV. Strážnická|MrR. Maruste|MrS. Pavlovschi|MrL. Garlicki|MrJ. Borrego Borrego
001-75562,68345/01,CASE OF CIUCCI v. ITALY,Italy,it,"35, 6, p1-1",2006,01/06/2006 00:00:00,Individual,True,1,0,6-1,,False,MrB.M. Zupančič,7,MrB.M. Zupančič|MrL. Caflisch|MrC. Bîrsan|MrV. Zagrebelsky|MrE. Myjer|MrDavid Thór Björgvinsson|Mr V. Berger
001-91777,15828/03,CASE OF SALMANOĞLU AND POLATTAŞ v. TURKEY,Turkey,tr,"3, 41",2009,17/03/2009 00:00:00,Individual,True,1,0,3,,True,Françoise Tulkens,8,Françoise Tulkens|Ireneu Cabral Barreto|Vladimiro Zagrebelsky|Danutė Jočienė|András Sajó|Nona Tsotsoria|Işıl Karakaş|Sally Dollé
001-60919,52464/99,CASE OF GEORGIOS PAPADOPOULOS v. GREECE,Greece,gr,"6, 41",2003,06/02/2003 00:00:00,Individual,True,1,0,6-1,,True,MrsF. Tulkens,8,MrsF. Tulkens|MrC.L. Rozakis|MrP. Lorenzen|MrsN. Vajić|MrE. Levits|MrA. Kovler|MrV. Zagrebelsky|Mr S. Nielsen
001-147332,61362/12,CASE OF V.P. v. RUSSIA,Russian Federation,ru,"8, 41",2014,23/10/2014 00:00:00,Individual,True,1,0,8,,True,Isabelle Berro-Lefèvre,8,Isabelle Berro-Lefèvre|Elisabeth Steiner|Khanlar Hajiyev|Mirjana Lazarova Trajkovska|Erik Møse|Ksenija Turković|Dmitry Dedov|Søren Nielsen
001-153906,36367/09,CASE OF KAGIROV v. RUSSIA,Russian Federation,ru,"5, 2, 3, 38",2015,23/04/2015 00:00:00,Individual,True,1,4,2,"2, 3, 5, 38",False,Elisabeth Steiner,8,Elisabeth Steiner|Khanlar Hajiyev|Paulo Pinto de Albuquerque|Linos-Alexandre Sicilianos|Erik Møse|Ksenija Turković|Dmitry Dedov|Søren Nielsen
001-106446,22339/08,CASE OF KARBOWNICZEK v. POLAND,Poland,pl,"3, 41",2011,27/09/2011 00:00:00,Individual,True,1,0,3,,False,Nicolas Bratza,8,Nicolas Bratza|Lech Garlicki|Ljiljana Mijović|George Nicolaou|Zdravka Kalaydjieva|Nebojša Vučinić|Vincent A. De Gaetano|Fatoş Aracı
001-187419,65101/16;73789/16;73902/16,CASE OF ARROZPIDE SARASOLA AND OTHERS v. SPAIN,Spain,es,"35, 5, 7, 41, 6",2018,23/10/2018 00:00:00,Multiple Applicants,True,1,2,6,"7, 5",True,Vincent A. De Gaetano,8,Vincent A. De Gaetano|Branko Lubarda|Helen Keller|Pere Pastor Vilanova|Alena Poláčková|Georgios A. Serghides|María Elósegui|Stephen Phillips
001-174814,30721/15,"CASE OF PETROVIĆ v. ""THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA""",North Macedonia,mk,6,2017,22/06/2017 00:00:00,Individual,True,1,0,6,,False,Linos-Alexandre Sicilianos,7,Linos-Alexandre Sicilianos|Kristina Pardalos|Aleš Pejchal|Ksenija Turković|Armen Harutyunyan|Pauliine Koskelo|Tim Eicke
001-110381,57944/08,CASE OF KEDRA v. POLAND,Poland,pl,6,2012,17/04/2012 00:00:00,Individual,False,0,1,,6,False,George Nicolaou,4,George Nicolaou|Ledi Bianku|Vincent A. De Gaetano|Fatoş Aracı
001-139933,70923/11,CASE OF MARAVIĆ MARKEŠ v. CROATIA,Croatia,hr,6,2014,09/01/2014 00:00:00,Individual,True,1,0,6,,False,Isabelle Berro-Lefèvre,8,Isabelle Berro-Lefèvre|Elisabeth Steiner|Khanlar Hajiyev|Julia Laffranque|Linos-Alexandre Sicilianos|Ksenija Turković|Dmitry Dedov|Søren Nielsen
001-84809,7725/04,CASE OF KONOTENKO v. UKRAINE,Ukraine,ua,"6, 13",2008,31/01/2008 00:00:00,Individual,True,2,0,"6-1, 13",,False,Peer Lorenzen,8,Peer Lorenzen|Snejana Botoucharova|Volodymyr Butkevych|Margarita Tsatsa-Nikolovska|Rait Maruste|Javier Borrego Borrego|Renate Jaeger|Claudia Westerdiek
001-164917,60281/11,CASE OF E.S. v. ROMANIA AND BULGARIA,Bulgaria,bg,8,2016,19/07/2016 00:00:00,Individual,True,1,1,8,8,False,András Sajó,8,András Sajó|Vincent A. De Gaetano|Nona Tsotsoria|Krzysztof Wojtyczek|Iulia Motoc|Yonko Grozev|Marko Bošnjak|Marialena Tsirli
001-201325,32702/13,CASE OF KUZHIL v. RUSSIA,Russian Federation,ru,6,2020,25/02/2020 00:00:00,Individual,True,1,0,6-1,,False,Georgios A. Serghides,4,Georgios A. Serghides|Erik Wennerström|Lorraine Schembri Orland|Stephen Phillips
001-201526,60477/12,CASE OF GROBELNY v. POLAND,Poland,pl,p1-1,2020,05/03/2020 00:00:00,Individual,True,1,0,p1-1,,False,Ksenija Turković,8,Ksenija Turković|Krzysztof Wojtyczek|Aleš Pejchal|Armen Harutyunyan|Pere Pastor Vilanova|Pauliine Koskelo|Tim Eicke|Abel Campos
001-206505,11620/17,CASE OF YEVSTRATYEV v. RUSSIA,Russian Federation,ru,6,2020,15/12/2020 00:00:00,Individual,True,1,0,6-3-d,,False,Georgios A. Serghides,4,Georgios A. Serghides|Georges Ravarani|María Elósegui|Olga Chernishova
001-99903,34630/07,CASE OF FUŞCĂ v. ROMANIA,Romania,ro,8,2010,13/07/2010 00:00:00,Individual,False,0,1,,8,True,Josep Casadevall,8,Josep Casadevall|Elisabet Fura|Corneliu Bîrsan|Alvina Gyulumyan|Egbert Myjer|Ineta Ziemele|Ann Power|Santiago Quesada
001-183954,65302/16;30018/17;32887/17,CASE OF BELOUSOV AND OTHERS v. RUSSIA,Russian Federation,ru,5,2018,28/06/2018 00:00:00,Multiple Applicants,True,1,0,5,,False,Alena Poláčková,4,Alena Poláčková|Dmitry Dedov|Jolien Schukking|Liv Tigerstedt
001-61704,11057/02,CASE OF HAASE v. GERMANY,Germany,de,"35, 6, 34, 41, 8",2004,08/04/2004 00:00:00,Individual,True,1,0,8,,True,,1,and Mr V. Berger
001-191704,19650/11,CASE OF DAGALAYEVA v. RUSSIA,Russian Federation,ru,2,2019,12/03/2019 00:00:00,Individual,True,1,0,2,,False,Branko Lubarda,4,Branko Lubarda|Pere Pastor Vilanova|Georgios A. Serghides|Fatoş Aracı
001-138919,19165/08,CASE OF DONOHOE v. IRELAND,Ireland,ie,6,2013,12/12/2013 00:00:00,Individual,False,0,1,,6,False,Mark Villiger,8,Mark Villiger|Ann Power-Forde|Ganna Yudkivska|André Potocki|Paul Lemmens|Helena Jäderblom|Aleš Pejchal|Claudia Westerdiek
001-122247,24014/05,CASE OF MUSTAFA TUNÇ AND FECİRE TUNÇ v. TURKEY,Turkey,tr,"2, 35, 41",2013,25/06/2013 00:00:00,Individual,True,1,0,2,,True,Guido Raimondi,8,Guido Raimondi|Danutė Jočienė|Peer Lorenzen|András Sajó|Işıl Karakaş|Nebojša Vučinić|Helen Keller|Stanley Naismith
001-204821,1605/14,CASE OF GOGIĆ v. CROATIA,Croatia,hr,6,2020,08/10/2020 00:00:00,Individual,True,1,0,6,,False,Krzysztof Wojtyczek,8,Krzysztof Wojtyczek|Ksenija Turković|Linos-Alexandre Sicilianos|Aleš Pejchal|Armen Harutyunyan|Pere Pastor Vilanova|Pauliine Koskelo|Abel Campos
001-200839,4493/11,CASE OF ATAMANCHUK v. RUSSIA,Russian Federation,ru,"6, 17, 10",2020,11/02/2020 00:00:00,Individual,False,0,2,,"6, 10",False,Paul Lemmens,8,Paul Lemmens|Georgios A. Serghides|Dmitry Dedov|Alena Poláčková|Gilberto Felici|Erik Wennerström|Lorraine Schembri Orland|Stephen Phillips
001-83627,26541/02,"CASE OF NANKOV v. ""THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA""",North Macedonia,mk,6,2007,29/11/2007 00:00:00,Individual,True,1,0,6-1,,False,MrP. Lorenzen,8,MrP. Lorenzen|MrsS. Botoucharova|MrV. Butkevych|MrsM. Tsatsa-Nikolovska|MrR. Maruste|MrJ. Borrego Borrego|MrsR. Jaeger|Mr J.S. Phillips
001-76331,70501/01,CASE OF SHAMINA  v. RUSSIA,Russian Federation,ru,"p1-1, 6, 41, 29",2006,13/07/2006 00:00:00,Individual,True,1,0,6-1,,True,MrP. Lorenzen,8,MrP. Lorenzen|MrK. Jungwiert|MrV. Butkevych|MrsM. Tsatsa-Nikolovska|MrA. Kovler|MrJ. Borrego Borrego|MrsR. Jaeger|Mrs C. Westerdiek
001-161808,33148/11;33151/11;33823/11;46103/11;72334/11;78960/11,CASE OF ALIÇKA AND OTHERS v. ALBANIA,Albania,al,"6, p1-1, 13",2016,07/04/2016 00:00:00,Multiple Applicants,True,3,0,"6, p1-1, 13",,False,Kristina Pardalos,4,Kristina Pardalos|Paul Mahoney|Pauliine Koskelo|André Wampach
001-183557,40913/14;49808/14;68723/14;76865/14;17708/15,CASE OF RUMYANTSEV AND OTHERS v. RUSSIA,Russian Federation,ru,6,2018,14/06/2018 00:00:00,Multiple Applicants,True,1,0,6,,False,Alena Poláčková,4,Alena Poláčková|Dmitry Dedov|Jolien Schukking|Liv Tigerstedt
001-171086,22185/07,CASE OF NIKITIN v. RUSSIA,Russian Federation,ru,"6, 13, p1-1",2017,14/02/2017 00:00:00,Individual,True,3,0,"6, 13, p1-1",,False,Helena Jäderblom,4,Helena Jäderblom|Dmitry Dedov|Branko Lubarda|Fatoş Aracı
001-202990,35627/10,CASE OF TYURYUKOV v. UKRAINE,Ukraine,ua,8,2020,18/06/2020 00:00:00,Individual,True,1,0,8,,False,Yonko Grozev,4,Yonko Grozev|Ganna Yudkivska|Lado Chanturia|Victor Soloveytchik
001-81831,48545/99,CASE OF MEHMET ŞAH ÇELİK v. TURKEY,Turkey,tr,"6, 5",2007,24/07/2007 00:00:00,Individual,True,2,0,"5-3, 6-1",,False,SirNicolas Bratza,8,SirNicolas Bratza|MrJ. Casadevall|MrR. Türmen|MrS. Pavlovschi|MrL. Garlicki|MsL. Mijović|MrJ. Šikuta|Mrs F. Aracı
001-159805,25077/06,CASE OF A.W.Q. AND D.H. v. THE NETHERLANDS,Netherlands,nl,3,2016,12/01/2016 00:00:00,Individual,False,0,1,,3,False,Luis López Guerra,8,Luis López Guerra|Helena Jäderblom|George Nicolaou|Helen Keller|Johannes Silvis|Branko Lubarda|Pere Pastor Vilanova|Marialena Tsirli
001-167116,19129/13,CASE OF RUSLAN MAKAROV v. RUSSIA,Russian Federation,ru,5,2016,11/10/2016 00:00:00,Individual,True,1,0,5,,False,Luis López Guerra,8,Luis López Guerra|Helena Jäderblom|Helen Keller|Dmitry Dedov|Branko Lubarda|Alena Poláčková|Georgios A. Serghides|Stephen Phillips
001-89928,27243/03,CASE OF MUSIKHANOVA AND OTHERS v. RUSSIA,Russian Federation,ru,"2, 13, 3, 5",2008,04/12/2008 00:00:00,Multiple Applicants,True,4,3,"2, 3, 2, 13","3, 3, 13",False,,0,
001-96222,852/05,CASE OF TAMARA VASILYEVNA LEN AND GRIGORIY KUZMICH LEN v. UKRAINE,Ukraine,ua,"6, 13, p1-1",2009,10/12/2009 00:00:00,Individual,True,3,0,"6, 13, p1-1",,False,Peer Lorenzen,8,Peer Lorenzen|Renate Jaeger|Karel Jungwiert|Mark Villiger|Isabelle Berro-Lefèvre|Mirjana Lazarova Trajkovska|Mykhaylo Buromenskiy|Claudia Westerdiek
001-203184,25119/11,CASE OF CELAL ALTUN v. TURKEY,Turkey,tr,10,2020,23/06/2020 00:00:00,Individual,True,1,0,10,,False,,4,Valeriu Griţco|Arnfinn Bårdsen|Peeter Roosma|et de Hasan Bakırcı
001-81413,31780/02,CASE OF PANTELEEVA v. UKRAINE,Ukraine,ua,"6, 13",2007,05/07/2007 00:00:00,Individual,True,2,0,"6-1, 13",,False,MrP. Lorenzen,8,MrP. Lorenzen|MrsS. Botoucharova|MrK. Jungwiert|MrV. Butkevych|MrsM. Tsatsa-Nikolovska|MrR. Maruste|MrM. Villiger|and Mrs C. Westerdiek
001-108117,29130/10,CASE OF GIL v. POLAND,Poland,pl,6,2011,20/12/2011 00:00:00,Individual,True,1,0,6-1,,False,George Nicolaou,4,George Nicolaou|Ledi Bianku|Vincent A. De Gaetano|Fatoş Aracı
001-144937,1543/12,CASE OF PETEK v. SLOVENIA,Slovenia,si,6,2014,19/06/2014 00:00:00,Individual,True,1,0,6,,False,Ann Power-Forde,3,Ann Power-Forde|Boštjan M. Zupančič|Helena Jäderblom
001-59720,38055/97,CASE OF ELIAZER v. THE NETHERLANDS,Netherlands,nl,"6, 14",2001,16/10/2001 00:00:00,Individual,False,0,4,,"6-1, 6-3-c, 6, 14",False,MrsE. Palm,8,MrsE. Palm|MrsW. Thomassen|MrGaukur Jörundsson|MrR. Türmen|MrC. Bîrsan|MrJ. Casadevall|MrR. Maruste|and Mr M. O’Boyle
001-183337,40694/13,CASE OF ROMAN CATHOLIC ARCHDIOCESE OF VRHBOSNA v. BOSNIA AND HERZEGOVINA,Bosnia and Herzegovina,ba,"6, p1-1",2018,05/06/2018 00:00:00,Individual,True,2,0,"6, p1-1",,False,Carlo Ranzoni,4,Carlo Ranzoni|Faris Vehabović|Péter Paczolay|Andrea Tamietti
001-205533,44376/09,CASE OF PARFENTYEV v. RUSSIA,Russian Federation,ru,"34, 8",2020,03/11/2020 00:00:00,Individual,True,2,0,"8, 34",,False,Georgios A. Serghides,4,Georgios A. Serghides|Georges Ravarani|María Elósegui|Olga Chernishova
001-182853,75139/10,CASE OF VUJOVIĆ v. MONTENEGRO,Montenegro,me,6,2018,15/05/2018 00:00:00,Individual,False,0,1,,6,False,Ledi Bianku,3,Ledi Bianku|Nebojša Vučinić|Jon Fridrik Kjølbro
001-58220,24271/94,CASE OF COUEZ v. FRANCE,France,fr,"6, 41",1998,24/08/1998 00:00:00,Individual,True,1,0,6-1,,True,MrF. Gölcüklü,9,MrF. Gölcüklü|MrL.-E. Pettiti|MrA. Spielmann|MrN. Valticos|MrR. Pekkanen|MrJ. Makarczyk|MrK. Jungwiert| MrE. Levits|MrV. Butkevych
001-203974,47012/15,CASE OF OLIMP PRODUCERS' COOPERATIVE v. ARMENIA,Armenia,am,6,2020,30/07/2020 00:00:00,Individual,True,1,0,6,,False,Krzysztof Wojtyczek,4,Krzysztof Wojtyczek|Linos-Alexandre Sicilianos|Armen Harutyunyan|Liv Tigerstedt
001-84266,28268/02,CASE OF ERİŞ v. TURKEY,Turkey,tr,6,2008,08/01/2008 00:00:00,Individual,True,1,0,6-1,,False,Françoise Tulkens,8,Françoise Tulkens|András Baka|Rıza Türmen|Mindia Ugrekhelidze|Vladimiro Zagrebelsky|Danutė Jočienė|Dragoljub Popoviċ|Françoise Elens-Passos
001-175846,18052/11,CASE OF ROOMAN v. BELGIUM,Belgium,be,"41, 3, 34, 5",2017,18/07/2017 00:00:00,Individual,True,1,1,3,5,True,Robert Spano,8,Robert Spano|Ledi Bianku|Işıl Karakaş|Nebojša Vučinić|Paul Lemmens|Valeriu Griţco|Jon Fridrik Kjølbro|Stanley Naismith
001-81338,31753/02,CASE OF KAYA v. GERMANY,Germany,de,8,2007,28/06/2007 00:00:00,Individual,False,0,1,,8,False,MrC.L. Rozakis,8,MrC.L. Rozakis|MrL. Loucaides|MrsE. Steiner|MrK. Hajiyev|MrsR. Jaeger|MrD. Spielmann|MrS.E. Jebens|Mr S. Nielsen
001-57474,9626/81;9736/82,CASE OF DUINHOF AND DUIJF v. THE NETHERLANDS,Netherlands,nl,"35, 41, 5",1984,22/05/1984 00:00:00,Individual,True,1,0,5-3,,True,Mr. R. Ryssdal,1,Mr. R. Ryssdal
001-163331,12878/10;74858/12,CASE OF QERIMI AND CANAJ v. ALBANIA,Albania,al,"6, 13, p1-1",2016,08/09/2016 00:00:00,Individual,True,3,0,"6, 13, p1-1",,False,Aleš Pejchal,4,Aleš Pejchal|Ledi Bianku|Armen Harutyunyan|Abel Campos
001-103024,23086/07,CASE OF TERZİ v. TURKEY,Turkey,tr,6,2011,25/01/2011 00:00:00,Individual,True,1,0,6-1,,False,Françoise Tulkens,8,Françoise Tulkens|Ireneu Cabral Barreto|Danutė Jočienė|Dragoljub Popović|Işıl Karakaş|Kristina Pardalos|Guido Raimondi| Naismith
001-76964,14853/03,CASE OF BORSHCHEVSKIY v. RUSSIA,Russian Federation,ru,"p1-1, 6, 41, 29",2006,21/09/2006 00:00:00,Individual,True,2,0,"p1-1, 6-1",,True,MrC.L. Rozakis,8,MrC.L. Rozakis|MrL. Loucaides|MrsF. Tulkens|MrsN. Vajić|MrA. Kovler|MrsE. Steiner|MrK. Hajiyev|Mr S. Nielsen
