itemid,appno,docname,country_name,country_code,articles,year,judgement_date,applicant_type,has_violation,violation_count,no_violation_count,violated_articles,no_violation_articles,has_mixed_decision,judge_president,judge_count,judge_names_list
001-150998,53080/13,CASE OF BÉLÁNÉ NAGY v. HUNGARY,Hungary,hu,"35, 41, p1-1",2015,10/02/2015 00:00:00,Individual,True,1,0,p1-1,,True,Işıl Karakaş,8,Işıl Karakaş|András Sajó|Nebojša Vučinić|Helen Keller|Egidijus Kūris|Robert Spano|Jon Fridrik Kjølbro|Stanley Naismith
001-162676,37762/12;23530/13,CASE OF MILANKOVIĆ AND BOŠNJAK v. CROATIA,Croatia,hr,"35, 5",2016,26/04/2016 00:00:00,Individual,False,0,1,,5,True,,0,
001-118605,67474/11,CASE OF AZIMOV v. RUSSIA,Russian Federation,ru,"35, 3, 41, 5",2013,18/04/2013 00:00:00,Individual,True,2,0,"3, 5",,True,,0,
001-111966,28095/08,CASE OF SIWIEC v. POLAND,Poland,pl,6,2012,03/07/2012 00:00:00,Individual,False,0,1,,6,False,David Thór Björgvinsson,8,David Thór Björgvinsson|Lech Garlicki|Päivi Hirvelä|George Nicolaou|Ledi Bianku|Nebojša Vučinić|Vincent A. De Gaetano|Lawrence Early
001-152385,13344/11,CASE OF LUČIĆ v. SERBIA,Serbia,rs,"6, p1-1",2015,24/02/2015 00:00:00,Individual,True,2,0,"6, p1-1",,False,Ján Šikuta,4,Ján Šikuta|Dragoljub Popović|Iulia Antoanella Motoc|Marialena Tsirli
001-146703,47191/06,CASE OF CHURCH OF SCIENTOLOGY OF ST PETERSBURG AND OTHERS v. RUSSIA,Russian Federation,ru,"11, 9",2014,02/10/2014 00:00:00,Multiple Applicants,True,1,0,9,,True,Isabelle Berro-Lefèvre,8,Isabelle Berro-Lefèvre|Julia Laffranque|Paulo Pinto de Albuquerque|Linos-Alexandre Sicilianos|Erik Møse|Ksenija Turković|Dmitry Dedov|Søren Nielsen
001-175669,69820/10,CASE OF SHVIDKIYE v. RUSSIA,Russian Federation,ru,8,2017,25/07/2017 00:00:00,Individual,True,1,0,8,,False,Helena Jäderblom,8,Helena Jäderblom|Branko Lubarda|Luis López Guerra|Helen Keller|Dmitry Dedov|Georgios A. Serghides|Jolien Schukking|Fatoş Aracı
001-150673,66232/10,CASE OF KINCSES v. HUNGARY,Hungary,hu,"6, 10",2015,27/01/2015 00:00:00,Individual,True,1,1,6,10,False,Guido Raimondi,8,Guido Raimondi|András Sajó|Nebojša Vučinić|Helen Keller|Paul Lemmens|Egidijus Kūris|Jon Fridrik Kjølbro|Stanley Naismith
001-92235,36246/97,CASE OF RUSIECKI v. POLAND,Poland,pl,5,2009,21/04/2009 00:00:00,Individual,True,1,0,5,,False,Nicolas Bratza,8,Nicolas Bratza|Lech Garlicki|Ljiljana Mijović|David Thór Björgvinsson|Ján Šikuta|Päivi Hirvelä|Mihai Poalelungi|Lawrence Early
001-201647,39710/15,CASE OF PEDERSEN AND OTHERS v. NORWAY,Norway,no,8,2020,10/03/2020 00:00:00,Multiple Applicants,True,1,0,8,,False,Robert Spano,8,Robert Spano|Marko Bošnjak|Valeriu Griţco|Egidijus Kūris|Darian Pavli|Saadet Yüksel|Elizabeth Baumann|Stanley Naismith
001-180281,27291/16,CASE OF HEALY v. IRELAND,Ireland,ie,"6, 13",2018,18/01/2018 00:00:00,Individual,True,3,0,"6, 6-1, 13",,False,Nona Tsotsoria,3,Nona Tsotsoria|Síofra O’Leary|Lәtif Hüseynov
001-70183,70898/01,CASE OF LUPANDIN v. UKRAINE,Ukraine,ua,"6, 34, 29, 41",2005,20/09/2005 00:00:00,Individual,True,1,0,6-1,,True,MrJ.-P. Costa,8,MrJ.-P. Costa|MrI. Cabral Barreto|MrK. Jungwiert|MrV. Butkevych|MrM. Ugrekhelidze|MrsA. Mularoni|MrsE. Fura-Sandström|Mrs S. Dollé
001-155102,42533/11,"CASE OF PSMA, SPOL. S.R.O. v. SLOVAKIA",Slovakia,sk,6,2015,09/06/2015 00:00:00,Individual,True,1,0,6,,False,Josep Casadevall,8,Josep Casadevall|Luis López Guerra|Ján Šikuta|Kristina Pardalos|Johannes Silvis|Valeriu Griţco|Branko Lubarda|Stephen Phillips
001-57487,10737/84,CASE OF MÜLLER AND OTHERS v. SWITZERLAND,Switzerland,ch,10,1988,24/05/1988 00:00:00,Multiple Applicants,False,0,1,,10,False,Mr. R. Ryssdal,1,Mr. R. Ryssdal
001-81254,27790/03,CASE OF KUDRINA v. RUSSIA,Russian Federation,ru,"6, p1-1",2007,21/06/2007 00:00:00,Individual,True,1,0,6-1,,False,MrC.L. Rozakis,8,MrC.L. Rozakis|MrL. Loucaides|MrA. Kovler|MrK. Hajiyev|MrD. Spielmann|MrS.E. Jebens|MrG. Malinverni|Mr S. Nielsen
001-80711,40116/02,CASE OF SECIC v. CROATIA,Croatia,hr,"8, 13, 41, 3, 14",2007,31/05/2007 00:00:00,Individual,True,3,0,"3, 3, 14",,True,MrC.L. Rozakis,8,MrC.L. Rozakis|MrL. Loucaides|MrsN. Vajić|MrsE. Steiner|MrK. Hajiyev|MrD. Spielmann|MrS.E. Jebens|Mr S. Nielsen
001-59885,35763/97,CASE OF AL-ADSANI v. THE UNITED KINGDOM,United Kingdom,gb,"3, 6, 1, 30",2001,21/11/2001 00:00:00,Individual,False,0,2,,"3, 6-1",False,MrL. Wildhaber,18,MrL. Wildhaber|MrsE. Palm|MrC.L. Rozakis|Mr J.-P. Costa|MrL. Ferrari Bravo|MrGaukur Jörundsson|MrL. Caflisch|MrL. Loucaides|MrI. Cabral Barreto|MrK. Jungwiert|SirNicolas Bratza|MrB. Zupančič|MrsN. Vajić|MrM. Pellonpää|MrsM. Tsatsa-Nikolovska|MrE. Levits|MrA. Kovler|and also of Mr P.J. Mahoney
001-91391,20728/04,CASE OF KOOPERATIV KAKHOVSKIY-5 v. UKRAINE,Ukraine,ua,"6, 13, p1-1",2009,19/02/2009 00:00:00,Individual,True,3,0,"6, 13, p1-1",,False,Peer Lorenzen,8,Peer Lorenzen|Rait Maruste|Karel Jungwiert|Renate Jaeger|Mark Villiger|Isabelle Berro-Lefèvre|Stanislav Shevchuk|Claudia Westerdiek
001-187819,52849/09,"CASE OF STAVROPEGIC MONASTERY OF SAINT JOHN CHRYSOSTOM v. ""THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA""",North Macedonia,mk,"11, 9",2018,29/11/2018 00:00:00,Individual,True,1,0,11,,True,Aleš Pejchal,4,Aleš Pejchal|Krzysztof Wojtyczek|Jovan Ilievski|Abel Campos
001-111850,6234/10,CASE OF PRAZNIK v. SLOVENIA,Slovenia,si,"3, 13",2012,28/06/2012 00:00:00,Individual,True,2,0,"3, 13",,False,Dean Spielmann,8,Dean Spielmann|Mark Villiger|Karel Jungwiert|Boštjan M. Zupančič|Ganna Yudkivska|Angelika Nußberger|André Potocki|Claudia Westerdiek
001-58162,23184/94;23185/94,CASE OF SELÇUK AND ASKER v. TURKEY,Turkey,tr,"2, 8, 5, 13, 41, 6, 3, p1-1, 14, 18",1998,24/04/1998 00:00:00,Individual,True,3,2,"3, 8, 13","14, 18",True,MrR. Bernhardt,1,MrR. Bernhardt
001-83747,38007/02,CASE OF WARSINSKI v. POLAND,Poland,pl,8,2007,04/12/2007 00:00:00,Individual,True,1,0,8,,False,SirNicolas Bratza,8,SirNicolas Bratza|MrJ. Casadevall|MrG. Bonello|MrK. Traja|MrS. Pavlovschi|MrL. Garlicki|MsL. Mijović|Mrs F. Aracı
001-153022,28440/07,CASE OF MILENA FELICIA DUMITRESCU v. ROMANIA,Romania,ro,3,2015,24/03/2015 00:00:00,Individual,True,1,0,3,,False,Josep Casadevall,7,Josep Casadevall|Luis López Guerra|Ján Šikuta|Dragoljub Popović|Johannes Silvis|Valeriu Griţco|Iulia Antoanella Motoc
001-159256,37894/07,CASE OF KASHPRUK v. RUSSIA,Russian Federation,ru,5,2015,08/12/2015 00:00:00,Individual,True,1,0,5,,False,Helena Jäderblom,4,Helena Jäderblom|Dmitry Dedov|Branko Lubarda|Marialena Tsirli
001-116824,24589/04,CASE OF BOZKIR AND OTHERS v. TURKEY,Turkey,tr,"2, 13",2013,26/02/2013 00:00:00,Multiple Applicants,True,2,1,"2, 13",2,False,Guido Raimondi,8,Guido Raimondi|Danutė Jočienė|Peer Lorenzen|András Sajó|Işıl Karakaş|Nebojša Vučinić|Helen Keller|Stanley Naismith
001-170143,6783/11,CASE OF ULRICH LELL GMBH v. AUSTRIA,Austria,at,6,2017,17/01/2017 00:00:00,Individual,True,1,0,6,,False,Vincent A. De Gaetano,3,Vincent A. De Gaetano|Egidijus Kūris|Gabriele Kucsko-Stadlmayer
001-102940,31322/07,CASE OF HAAS v. SWITZERLAND,Switzerland,ch,8,2011,20/01/2011 00:00:00,Individual,False,0,1,,8,False,Christos Rozakis,4,Christos Rozakis|Nina Vajić|Khanlar Hajiyev|Søren Nielsen
001-107162,4650/06,"CASE OF BAJALDZIEV v. ""THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA""",North Macedonia,mk,6,2011,25/10/2011 00:00:00,Individual,True,1,0,6,,False,Nina Vajić,8,Nina Vajić|Elisabeth Steiner|Khanlar Hajiyev|Mirjana Lazarova Trajkovska|Julia Laffranque|Linos-Alexandre Sicilianos|Erik Møse|Søren Nielsen
001-101337,43239/04,CASE OF RUDAKOV v. RUSSIA,Russian Federation,ru,3,2010,28/10/2010 00:00:00,Individual,True,1,0,3,,False,Christos Rozakis,8,Christos Rozakis|Anatoly Kovler|Elisabeth Steiner|Dean Spielmann|Sverre Erik Jebens|Giorgio Malinverni|George Nicolaou|Søren Nielsen
001-147040,28505/09,CASE OF ISTRATOV v. RUSSIA,Russian Federation,ru,"3, 13",2014,16/10/2014 00:00:00,Individual,True,1,1,13,3,False,Khanlar Hajiyev,4,Khanlar Hajiyev|Erik Møse|Dmitry Dedov|Søren Prebensen
001-87338,8910/04,CASE OF LYUDMILA SMIRNOVA v. RUSSIA,Russian Federation,ru,"6, p1-1",2008,03/07/2008 00:00:00,Individual,False,0,2,,"6, p1-1",False,Christos Rozakis,8,Christos Rozakis|Nina Vajić|Anatoly Kovler|Elisabeth Steiner|Khanlar Hajiyev|Dean Spielmann|Sverre Erik Jebens|Søren Nielsen
001-203559,63782/11,CASE OF ROMANOV v. UKRAINE,Ukraine,ua,"6, 13, 3, 17",2020,16/07/2020 00:00:00,Individual,True,4,0,"3, 6-3-c, 3, 13",,False,Mārtiņš Mits,4,Mārtiņš Mits|Ganna Yudkivska|Lәtif Hüseynov|Anne-Marie Dougin
001-73249,10296/02,CASE OF HRIBERSEK v. SLOVENIA,Slovenia,si,"6, 41, 13, 29",2006,13/04/2006 00:00:00,Individual,True,2,0,"6-1, 13",,True,MrJ. Hedigan,8,MrJ. Hedigan|MrB.M. Zupančič|MrsM. Tsatsa-Nikolovska|MrE. Myjer|MrDavid Thór Björgvinsson|MrsI. Ziemele|Mr V. Berger| Having deliberated in private on 23 March 2006
001-58810,33933/96,CASE OF GUISSET v. FRANCE,France,fr,"6, 34, 41",2000,26/09/2000 00:00:00,Individual,True,2,0,"6-1, 6-1",,True,MrsW. Thomassen,7,MrsW. Thomassen|MrL. Ferrari Bravo|MrR. Türmen|MrJ. Casadevall|MrB. Zupančič|MrT. Panţîru|MrB. Pacteau
001-193999,3075/13;63879/13,CASE OF GRYTSA AND SHADURA v. UKRAINE,Ukraine,ua,6,2019,27/06/2019 00:00:00,Individual,True,1,0,6,,False,Síofra O’Leary,4,Síofra O’Leary|Ganna Yudkivska|Lado Chanturia|Milan Blaško
001-201088,58717/10,CASE OF NASIROV AND OTHERS v. AZERBAIJAN,Azerbaijan,az,"5, 9",2020,20/02/2020 00:00:00,Multiple Applicants,True,2,0,"5, 9",,False,Síofra O’Leary,8,Síofra O’Leary|Gabriele Kucsko-Stadlmayer|Ganna Yudkivska|André Potocki|Yonko Grozev|Lәtif Hüseynov|Anja Seibert-Fohr|Milan Blaško
001-108690,36760/06,CASE OF STANEV v. BULGARIA,Bulgaria,bg,"35, 3, 6, 5, 13, 46, 41",2012,17/01/2012 00:00:00,Individual,True,5,0,"5, 3, 3, 13, 6",,True,,0,
001-78950,36045/02,CASE OF SHNEYDERMAN v. RUSSIA,Russian Federation,ru,"6, 13",2007,11/01/2007 00:00:00,Individual,True,2,0,"6-1, 13",,False,MrC.L. Rozakis,8,MrC.L. Rozakis|MrsN. Vajić|MrA. Kovler|MrsE. Steiner|MrK. Hajiyev|MrD. Spielmann|MrS.E. Jebens|Mr S. Nielsen
001-115393,34567/08,CASE OF LENGYEL v. HUNGARY,Hungary,hu,6,2012,18/12/2012 00:00:00,Individual,True,1,0,6,,False,Peer Lorenzen,4,Peer Lorenzen|András Sajó|Nebojša Vučinić|Françoise Elens-Passos
001-97575,61498/08,CASE OF AL-SAADOON AND MUFDHI v. THE UNITED KINGDOM,United Kingdom,gb,"3, 6, 34, 46, 13, 41",2010,02/03/2010 00:00:00,Individual,True,3,1,"3, 13, 34",6,True,Lech Garlicki,8,Lech Garlicki|Nicolas Bratza|Giovanni Bonello|Ljiljana Mijović|Ján Šikuta|Mihai Poalelungi|Nebojša Vučinić|and Lawrence Early
001-77747,23364/03,CASE OF GERGELY v. HUNGARY,Hungary,hu,"6, 29, 41",2006,31/10/2006 00:00:00,Individual,True,1,0,6-1,,True,MrJ.-P. Costa,8,MrJ.-P. Costa|MrA.B. Baka|MrI. Cabral Barreto|MrsA. Mularoni|MrsE. Fura-Sandström|MsD. Jočienė|MrD. Popović|Mrs S. Dollé
001-92663,31475/05,CASE OF KENEDI v. HUNGARY,Hungary,hu,"6, 41, 13, 10",2009,26/05/2009 00:00:00,Individual,True,4,0,"6-1, 10, 10, 13",,True,Françoise Tulkens,8,Françoise Tulkens|Ireneu Cabral Barreto|Vladimiro Zagrebelsky|Danutė Jočienė|András Sajó|Nona Tsotsoria|Işıl Karakaş|Sally Dollé
001-127110,35000/07,CASE OF ISTVÁN KOCSIS v. HUNGARY,Hungary,hu,6,2013,22/10/2013 00:00:00,Individual,True,1,0,6,,False,Peer Lorenzen,3,Peer Lorenzen|András Sajó|Nebojša Vučinić
001-99856,28585/04,CASE OF PALAMARCHUK v. UKRAINE,Ukraine,ua,6,2010,15/07/2010 00:00:00,Individual,True,1,0,6-1,,False,Peer Lorenzen,8,Peer Lorenzen|Karel Jungwiert|Rait Maruste|Mark Villiger|Isabelle Berro-Lefèvre|Mirjana Lazarova Trajkovska|Ganna Yudkivska|Claudia Westerdiek
001-83823,39388/05,CASE OF MAUMOUSSEAU AND WASHINGTON v. FRANCE,France,fr,"6, 8, 29",2007,06/12/2007 00:00:00,Individual,False,0,2,,"8, 6-1",False,,0,
001-188262,66650/13;24749/16;43327/16;62775/16;68722/16;76071/16;8051/17;8702/17;12870/17;21246/17;37696/17,CASE OF MURSALIYEV AND OTHERS v. AZERBAIJAN,Azerbaijan,az,"p4-2, 13, 34, 41",2018,13/12/2018 00:00:00,Multiple Applicants,True,2,1,"p4-2, 13",34,True,Angelika Nußberger,8,Angelika Nußberger|Yonko Grozev|André Potocki|Síofra O’Leary|Mārtiņš Mits|Gabriele Kucsko-Stadlmayer|Lәtif Hüseynov|Milan Blaško
001-90712,18992/03,CASE OF ELĞAY v. TURKEY,Turkey,tr,5,2009,20/01/2009 00:00:00,Individual,True,1,0,5,,False,Françoise Tulkens,8,Françoise Tulkens|Ireneu Cabral Barreto|Vladimiro Zagrebelsky|Danutė Jočienė|Dragoljub Popović|András Sajó|Işıl Karakaş|Sally Dollé
001-79301,44363/02,CASE OF RAMAZANOVA AND OTHERS v. AZERBAIJAN,Azerbaijan,az,"35, 6, 34, 13, 41, 11, 29",2007,01/02/2007 00:00:00,Multiple Applicants,True,1,0,11,,True,MrC.L. Rozakis,8,MrC.L. Rozakis|MrL. Loucaides|MrsF. Tulkens|MrsE. Steiner|MrK. Hajiyev|MrD. Spielmann|MrS.E. Jebens|Mr S. Nielsen
001-118647,52624/10,CASE OF HAGYÓ v. HUNGARY,Hungary,hu,"3, 13, 5, 8",2013,23/04/2013 00:00:00,Individual,True,5,1,"3, 5, 8, 8, 13",8,False,Guido Raimondi,8,Guido Raimondi|Peer Lorenzen|Dragoljub Popović|András Sajó|Nebojša Vučinić|Paulo Pinto de Albuquerque|Helen Keller|Stanley Naismith
001-118334,1401/08,CASE OF ANĐELKOVIĆ v. SERBIA,Serbia,rs,"6, 35, 41",2013,09/04/2013 00:00:00,Individual,True,1,0,6,,True,Guido Raimondi,8,Guido Raimondi|Peer Lorenzen|Dragoljub Popović|András Sajó|Nebojša Vučinić|Paulo Pinto de Albuquerque|Helen Keller| Naismith
001-114783,5515/09,CASE OF HORVÁTH v. SLOVAKIA,Slovakia,sk,5,2012,27/11/2012 00:00:00,Individual,True,1,0,5,,False,Josep Casadevall,8,Josep Casadevall|Alvina Gyulumyan|Corneliu Bîrsan|Ján Šikuta|Luis López Guerra|Nona Tsotsoria|Kristina Pardalos| Quesada
001-58284,33745/96,CASE OF SCARTH v. THE UNITED KINGDOM,United Kingdom,gb,"6, 41",1999,22/07/1999 00:00:00,Individual,True,1,0,6-1,,True,MrA. Pastor Ridruejo,8,MrA. Pastor Ridruejo|MrL. Caflisch|MrJ. Makarczyk|MrI. Cabral Barreto|MrV. Butkevych|MrJ. Hedigan|MrsS. Botoucharova|Mr V. Berger
001-200554,22298/11,CASE OF LAZAREVA v. RUSSIA,Russian Federation,ru,2,2020,28/01/2020 00:00:00,Individual,True,1,0,2,,False,Georgios A. Serghides,4,Georgios A. Serghides|Erik Wennerström|Lorraine Schembri Orland|Stephen Phillips
001-71813,13886/02,"CASE OF ATANASOVIC AND OTHERS v. ""THE FORMER YUGOSLAV REPUBLIC OF MACEDONIA""",North Macedonia,mk,"35, 13, 29, 41, 6, 14",2005,22/12/2005 00:00:00,Multiple Applicants,True,2,0,"6-1, 13",,True,MrB.M. Zupančič,8,MrB.M. Zupančič|MrJ. Hedigan|MrC. Bîrsan|MrsM. Tsatsa-Nikolovska|MrsR. Jaeger|MrE. Myjer|MrDavid Thór Björgvinsson|Mr V. Berger
001-99898,72250/01,CASE OF LOPATA v. RUSSIA,Russian Federation,ru,"35, 34, 41, 6, 3",2010,13/07/2010 00:00:00,Individual,True,4,1,"3, 6-3-c, 6-1, 34",3,True,Josep Casadevall,8,Josep Casadevall|Corneliu Bîrsan|Boštjan M. Zupančič|Anatoly Kovler|Alvina Gyulumyan|Egbert Myjer|Luis López Guerra|Santiago Quesada
001-206371,48398/17,CASE OF PARINOV v. UKRAINE,Ukraine,ua,"6, 13",2020,10/12/2020 00:00:00,Individual,True,3,0,"6, 6-1, 13",,False,Stéphanie Mourou-Vikström,4,Stéphanie Mourou-Vikström|Ganna Yudkivska|Lado Chanturia|Martina Keller
001-170194,65980/13,CASE OF NENCIU v. ROMANIA,Romania,ro,"3, p1-3",2017,17/01/2017 00:00:00,Individual,True,2,0,"3, p1-3",,False,Paulo Pinto de Albuquerque,4,Paulo Pinto de Albuquerque|Iulia Motoc|Marko Bošnjak|Andrea Tamietti
001-76495,75778/01,CASE OF MAMIC v. SLOVENIA (No. 2) ,Slovenia,si,"6, 41, 13, 29",2006,27/07/2006 00:00:00,Individual,True,1,1,13,6-1,True,MrJ. Hedigan,8,MrJ. Hedigan|MrB.M. Zupančič|MrC. Bîrsan|MrV. Zagrebelsky|MrsA. Gyulumyan|MrDavid Thór Björgvinsson|MrsI. Ziemele|Mr R. Liddell
001-156259,45504/09,CASE OF DONPRUT S.R.L. v. THE REPUBLIC OF MOLDOVA,"Moldova, Republic of",md,"35, p1-1",2015,21/07/2015 00:00:00,Individual,True,1,0,p1-1,,True,Josep Casadevall,8,Josep Casadevall|Luis López Guerra|Ján Šikuta|Kristina Pardalos|Valeriu Griţco|Iulia Antoanella Motoc|Branko Lubarda|Marialena Tsirli
001-183370,74441/14,CASE OF BOTNARI v. THE REPUBLIC OF MOLDOVA,"Moldova, Republic of",md,"13, 3",2018,05/06/2018 00:00:00,Individual,True,3,0,"3, 3, 13",,False,Paul Lemmens,4,Paul Lemmens|Valeriu Griţco|Stéphanie Mourou-Vikström|Hasan Bakırcı
001-122361,142/04,CASE OF BĂLTEANU v. ROMANIA,Romania,ro,8,2013,16/07/2013 00:00:00,Individual,True,1,0,8,,False,Josep Casadevall,8,Josep Casadevall|Alvina Gyulumyan|Corneliu Bîrsan|Luis López Guerra|Nona Tsotsoria|Kristina Pardalos|Johannes Silvis|Santiago Quesada
001-201351,5115/18,CASE OF M.A. AND OTHERS v. BULGARIA,Bulgaria,bg,"2, 3, 37",2020,20/02/2020 00:00:00,Multiple Applicants,True,2,0,"3, 2",,True,Síofra O’Leary,8,Síofra O’Leary|Ganna Yudkivska|Yonko Grozev|Mārtiņš Mits|Lәtif Hüseynov|Lado Chanturia|Anja Seibert-Fohr|Milan Blaško
001-101978,30856/03,CASE OF KRYVITSKA AND KRYVITSKYY v. UKRAINE,Ukraine,ua,"41, 8",2010,02/12/2010 00:00:00,Individual,True,1,0,8,,True,Peer Lorenzen,8,Peer Lorenzen|Renate Jaeger|Karel Jungwiert|Mark Villiger|Mirjana Lazarova Trajkovska|Zdravka Kalaydjieva|Ganna Yudkivska|Claudia Westerdiek
001-96020,22028/04,CASE OF ZAUNEGGER v. GERMANY,Germany,de,"41, 8, 14",2009,03/12/2009 00:00:00,Individual,True,2,0,"8, 14",,True,,0,
001-159756,49848/10,CASE OF MANEROV v. RUSSIA,Russian Federation,ru,5,2016,05/01/2016 00:00:00,Individual,True,1,0,5,,False,Luis López Guerra,8,Luis López Guerra|Helena Jäderblom|Helen Keller|Johannes Silvis|Dmitry Dedov|Branko Lubarda|Pere Pastor Vilanova|Stephen Phillips
001-168844,49426/09,CASE OF MISIUKONIS AND OTHERS v. LITHUANIA,Lithuania,lt,p1-1,2016,15/11/2016 00:00:00,Multiple Applicants,True,1,0,p1-1,,False,András Sajó,8,András Sajó|Vincent A. De Gaetano|Paulo Pinto de Albuquerque|Krzysztof Wojtyczek|Egidijus Kūris|Gabriele Kucsko-Stadlmayer|Marko Bošnjak|Andrea Tamietti
001-83619,4489/02,CASE OF SARACOGLU AND OTHERS v. TURKEY,Turkey,tr,5,2007,29/11/2007 00:00:00,Multiple Applicants,True,3,0,"5-3, 5-4, 5-5",,False,MrB.M. Zupančič,8,MrB.M. Zupančič|MrC. Bîrsan|MrR. Türmen|MrsA. Gyulumyan|MrE. Myjer|MrsI. Ziemele|MrsI. Berro-Lefèvre|Mr S. Quesada
001-60983,74816/01,CASE OF ORZEŁ v. POLAND,Poland,pl,"6, 3, 29, 41",2003,25/03/2003 00:00:00,Individual,True,1,0,6-1,,True,SirNicolas Bratza,8,SirNicolas Bratza|MrsE. Palm|MrsV. Strážnická|MrM. Fischbach|MrJ. Casadevall|MrR. Maruste|MrL. Garlicki|Mrs F. Elens-Passos
001-80457,26867/02,CASE OF GRZINČIČ v. SLOVENIA,Slovenia,si,"35, 13, 29, 41, 6",2007,03/05/2007 00:00:00,Individual,True,2,0,"6-1, 13",,True,MrC. Bîrsan,8,MrC. Bîrsan|MrB.M. Zupančič|MrsE. Fura-Sandström|MrsA. Gyulumyan|MrE. Myjer|MrDavid Thór Björgvinsson|MrsI. Berro-Lefèvre|Mr S. Naismith
001-179217,32228/11,CASE OF PRAZINA v. BOSNIA AND HERZEGOVINA,Bosnia and Herzegovina,ba,6,2017,05/12/2017 00:00:00,Individual,True,1,0,6,,False,Carlo Ranzoni,3,Carlo Ranzoni|Faris Vehabović|Péter Paczolay
001-90943,38945/05,CASE OF PRALICA v. BOSNIA AND HERZEGOVINA,Bosnia and Herzegovina,ba,"6, p1-1",2009,27/01/2009 00:00:00,Individual,True,2,0,"6, p1-1",,False,Nicolas Bratza,8,Nicolas Bratza|Lech Garlicki|Giovanni Bonello|Ljiljana Mijović|Ján Šikuta|Mihai Poalelungi|Nebojša Vučinić|Fatoş Aracı
001-188266,66729/16,CASE OF AKÇAY AND OTHERS v. RUSSIA,Russian Federation,ru,8,2018,11/12/2018 00:00:00,Multiple Applicants,True,1,0,8,,False,Alena Poláčková,4,Alena Poláčková|Dmitry Dedov|Jolien Schukking|Fatoş Aracı
001-79396,15067/02,CASE OF CZAJKA v. POLAND,Poland,pl,"6, 5",2007,13/02/2007 00:00:00,Individual,True,2,0,"5-3, 6-1",,False,SirNicolas Bratza,8,SirNicolas Bratza|MrJ. Casadevall|MrG. Bonello|MrK. Traja|MrS. Pavlovschi|MrL. Garlicki|MsL. Mijović|Mr T.L. Early
001-189092,34524/15;34525/15;61598/15;61602/15;61607/15;61613/15,CASE OF ELČIĆ AND OTHERS v. BOSNIA AND HERZEGOVINA,Bosnia and Herzegovina,ba,"6, p1-1",2019,17/01/2019 00:00:00,Multiple Applicants,True,2,0,"6, p1-1",,False,Georges Ravarani,4,Georges Ravarani|Marko Bošnjak|Péter Paczolay|Liv Tigerstedt Acting Deputy Section Registrar
001-196152,57467/15,CASE OF SAVRAN v. DENMARK,Denmark,dk,"3, 41",2019,01/10/2019 00:00:00,Individual,True,1,0,3,,True,Paul Lemmens,8,Paul Lemmens|Jon Fridrik Kjølbro|Faris Vehabović|Iulia Antoanella Motoc|Carlo Ranzoni|Stéphanie Mourou-Vikström|Jolien Schukking|Andrea Tamietti
001-165369,24649/10;8496/13,CASE OF SYUSYURA AND OVECHKIN v. RUSSIA,Russian Federation,ru,5,2016,21/07/2016 00:00:00,Individual,True,1,0,5,,False,Helena Jäderblom,4,Helena Jäderblom|Dmitry Dedov|Branko Lubarda|Hasan Bakırcı Deputy Section Registrar
001-99911,45661/99,CASE OF CARABULEA v. ROMANIA,Romania,ro,"35, 2, 3, 13, 41",2010,13/07/2010 00:00:00,Individual,True,3,0,"2, 3, 13",,True,,0,
001-181834,24693/07;34883/10;18456/11;5753/12;20569/12;47967/13,CASE OF ZLATIN AND OTHERS v. ROMANIA,Romania,ro,"6, p1-1",2018,29/03/2018 00:00:00,Multiple Applicants,True,2,0,"6, p1-1",,False,Vincent A. De Gaetano,4,Vincent A. De Gaetano|Georges Ravarani|Marko Bošnjak|Liv Tigerstedt
001-166680,50541/08;50571/08;50573/08;40351/09,CASE OF IBRAHIM AND OTHERS v. THE UNITED KINGDOM,United Kingdom,gb,"6, 35, 41",2016,13/09/2016 00:00:00,Multiple Applicants,True,1,1,6-3-c,6-3-c,True,Guido Raimondi,18,Guido Raimondi|András Sajó|Işıl Karakaş|Luis López Guerra|Mirjana Lazarova Trajkovska|Ganna Yudkivska|Khanlar Hajiyev|Nona Tsotsoria|Vincent A. De Gaetano|Julia Laffranque|Paul Lemmens|Paul Mahoney|Johannes Silvis|Dmitry Dedov|Robert Spano|Iulia Motoc|Síofra O’Leary|Lawrence Early
